BAIT	id	ms_uniprot_ac	ms_unique_pep	ms_spectral_counts	names	lengths	uniprot_id	Mass
MARV_VP35	FU000417	Q13823		2	sp|Q13823|NOG2_HUMAN	731	NOG2_HUMAN	80410
MARV_VP35	FU000417	Q13310		1	sp|Q13310|PABP4_HUMAN	644	PABP4_HUMAN	70840
MARV_VP35	FU000417	Q5JTH9		4	sp|Q5JTH9|RRP12_HUMAN	1297	RRP12_HUMAN	142670
MARV_VP35	FU000417	P13797		2	sp|P13797|PLST_HUMAN	630	PLST_HUMAN	69300
MARV_VP35	FU000417	Q9UKT4		2	sp|Q9UKT4|FBX5_HUMAN	447	FBX5_HUMAN	49170
MARV_VP35	FU000417	Q9Y2W1		3	sp|Q9Y2W1|TR150_HUMAN	955	TR150_HUMAN	105050
MARV_VP35	FU000417	Q13206		4	sp|Q13206|DDX10_HUMAN	875	DDX10_HUMAN	96250
MARV_VP35	FU000417	Q8IY81		7	sp|Q8IY81|SPB1_HUMAN	847	SPB1_HUMAN	93170
MARV_VP35	FU000417	P52815		2	sp|P52815|RM12_HUMAN	198	RM12_HUMAN	21780
MARV_VP35	FU000417	Q9NWB6		2	sp|Q9NWB6|ARGL1_HUMAN	273	ARGL1_HUMAN	30030
MARV_VP35	FU000417	Q9BUJ2		11	sp|Q9BUJ2|HNRL1_HUMAN	856	HNRL1_HUMAN	94160
MARV_VP35	FU000417	P23528		5	sp|P23528|COF1_HUMAN	166	COF1_HUMAN	18260
MARV_VP35	FU000417	Q9BY42		1	sp|Q9BY42|RTF2_HUMAN	306	RTF2_HUMAN	33660
MARV_VP35	FU000417	Q9NZI8		33	sp|Q9NZI8|IF2B1_HUMAN	577	IF2B1_HUMAN	63470
MARV_VP35	FU000417	P22102		4	sp|P22102|PUR2_HUMAN	1010	PUR2_HUMAN	111100
MARV_VP35	FU000417	P31943		10	sp|P31943|HNRH1_HUMAN	449	HNRH1_HUMAN	49390
MARV_VP35	FU000417	Q9BQ70		1	sp|Q9BQ70|TCF25_HUMAN	676	TCF25_HUMAN	74360
MARV_VP35	FU000417	Q9Y3D2		1	sp|Q9Y3D2|MSRB2_HUMAN	182	MSRB2_HUMAN	20020
MARV_VP35	FU000417	Q9Y2V2		4	sp|Q9Y2V2|CHSP1_HUMAN	147	CHSP1_HUMAN	16170
MARV_VP35	FU000417	P16403		9	sp|P16403|H12_HUMAN	213	H12_HUMAN	23430
MARV_VP35	FU000417	P78346		2	sp|P78346|RPP30_HUMAN	268	RPP30_HUMAN	29480
MARV_VP35	FU000417	Q8N6N3		2	sp|Q8N6N3|CA052_HUMAN	182	CA052_HUMAN	20020
MARV_VP35	FU000417	P31689		2	sp|P31689|DNJA1_HUMAN	397	DNJA1_HUMAN	43670
MARV_VP35	FU000417	Q9HC38		3	sp|Q9HC38|GLOD4_HUMAN	313	GLOD4_HUMAN	34430
MARV_VP35	FU000417	Q9NVP1		19	sp|Q9NVP1|DDX18_HUMAN	670	DDX18_HUMAN	73700
MARV_VP35	FU000417	P62753		17	sp|P62753|RS6_HUMAN	249	RS6_HUMAN	27390
MARV_VP35	FU000417	Q03701		16	sp|Q03701|CEBPZ_HUMAN	1054	CEBPZ_HUMAN	115940
MARV_VP35	FU000417	Q9NVF7		2	sp|Q9NVF7|FBX28_HUMAN	368	FBX28_HUMAN	40480
MARV_VP35	FU000417	Q9NZM5		6	sp|Q9NZM5|NOP53_HUMAN	478	NOP53_HUMAN	52580
MARV_VP35	FU000417	O75400		5	sp|O75400|PR40A_HUMAN	957	PR40A_HUMAN	105270
MARV_VP35	FU000417	Q8IWP9		1	sp|Q8IWP9|CC28A_HUMAN	274	CC28A_HUMAN	30140
MARV_VP35	FU000417	O43290		1	sp|O43290|SNUT1_HUMAN	800	SNUT1_HUMAN	88000
MARV_VP35	FU000417	P0DPB6		1	sp|P0DPB6|RPAC2_HUMAN	133	RPAC2_HUMAN	14630
MARV_VP35	FU000417	P09661		1	sp|P09661|RU2A_HUMAN	255	RU2A_HUMAN	28050
MARV_VP35	FU000417	Q9NQZ6		1	sp|Q9NQZ6|ZC4H2_HUMAN	224	ZC4H2_HUMAN	24640
MARV_VP35	FU000417	P25398		17	sp|P25398|RS12_HUMAN	132	RS12_HUMAN	14520
MARV_VP35	FU000417	P38159		3	sp|P38159|RBMX_HUMAN	391	RBMX_HUMAN	43010
MARV_VP35	FU000417	Q13895		2	sp|Q13895|BYST_HUMAN	437	BYST_HUMAN	48070
MARV_VP35	FU000417	P52597		14	sp|P52597|HNRPF_HUMAN	415	HNRPF_HUMAN	45650
MARV_VP35	FU000417	P07305		2	sp|P07305|H10_HUMAN	194	H10_HUMAN	21340
MARV_VP35	FU000417	Q14690		36	sp|Q14690|RRP5_HUMAN	1871	RRP5_HUMAN	205810
MARV_VP35	FU000417	P08708		11	sp|P08708|RS17_HUMAN	135	RS17_HUMAN	14850
MARV_VP35	FU000417	Q6IQ49		1	sp|Q6IQ49|SDE2_HUMAN	451	SDE2_HUMAN	49610
MARV_VP35	FU000417	Q14498		36	sp|Q14498|RBM39_HUMAN	530	RBM39_HUMAN	58300
MARV_VP35	FU000417	Q99848		17	sp|Q99848|EBP2_HUMAN	306	EBP2_HUMAN	33660
MARV_VP35	FU000417	Q4G0J3		3	sp|Q4G0J3|LARP7_HUMAN	582	LARP7_HUMAN	64020
MARV_VP35	FU000417	O43143		10	sp|O43143|DHX15_HUMAN	795	DHX15_HUMAN	87450
MARV_VP35	FU000417	Q12905		16	sp|Q12905|ILF2_HUMAN	390	ILF2_HUMAN	42900
MARV_VP35	FU000417	P00492		4	sp|P00492|HPRT_HUMAN	218	HPRT_HUMAN	23980
MARV_VP35	FU000417	P36578		54	sp|P36578|RL4_HUMAN	427	RL4_HUMAN	46970
MARV_VP35	FU000417	O43809		2	sp|O43809|CPSF5_HUMAN	227	CPSF5_HUMAN	24970
MARV_VP35	FU000417	O00571		5	sp|O00571|DDX3X_HUMAN	662	DDX3X_HUMAN	72820
MARV_VP35	FU000417	Q12788		3	sp|Q12788|TBL3_HUMAN	808	TBL3_HUMAN	88880
MARV_VP35	FU000417	Q13085		194	sp|Q13085|ACACA_HUMAN	2346	ACACA_HUMAN	258060
MARV_VP35	FU000417	Q66PJ3		3	sp|Q66PJ3|AR6P4_HUMAN	421	AR6P4_HUMAN	46310
MARV_VP35	FU000417	Q8WUA2		10	sp|Q8WUA2|PPIL4_HUMAN	492	PPIL4_HUMAN	54120
MARV_VP35	FU000417	P26599		3	sp|P26599|PTBP1_HUMAN	531	PTBP1_HUMAN	58410
MARV_VP35	FU000417	Q9BTE7		2	sp|Q9BTE7|DCNL5_HUMAN	237	DCNL5_HUMAN	26070
MARV_VP35	FU000417	P62857		7	sp|P62857|RS28_HUMAN	69	RS28_HUMAN	7590
MARV_VP35	FU000417	Q15633		4	sp|Q15633|TRBP2_HUMAN	366	TRBP2_HUMAN	40260
MARV_VP35	FU000417	O43159		3	sp|O43159|RRP8_HUMAN	456	RRP8_HUMAN	50160
MARV_VP35	FU000417	Q9Y3B2		1	sp|Q9Y3B2|EXOS1_HUMAN	195	EXOS1_HUMAN	21450
MARV_VP35	FU000417	Q7Z7K6		1	sp|Q7Z7K6|CENPV_HUMAN	275	CENPV_HUMAN	30250
MARV_VP35	FU000417	Q9Y5J1		1	sp|Q9Y5J1|UTP18_HUMAN	556	UTP18_HUMAN	61160
MARV_VP35	FU000417	Q9P021		2	sp|Q9P021|CRIPT_HUMAN	101	CRIPT_HUMAN	11110
MARV_VP35	FU000417	Q14061		6	sp|Q14061|COX17_HUMAN	63	COX17_HUMAN	6930
MARV_VP35	FU000417	P10809		9	sp|P10809|CH60_HUMAN	573	CH60_HUMAN	63030
MARV_VP35	FU000417	Q96I24		45	sp|Q96I24|FUBP3_HUMAN	572	FUBP3_HUMAN	62920
MARV_VP35	FU000417	P35527		2	sp|P35527|K1C9_HUMAN	623	K1C9_HUMAN	68530
MARV_VP35	FU000417	P62241		30	sp|P62241|RS8_HUMAN	208	RS8_HUMAN	22880
MARV_VP35	FU000417	P17812		3	sp|P17812|PYRG1_HUMAN	591	PYRG1_HUMAN	65010
MARV_VP35	FU000417	Q70Z53		4	sp|Q70Z53|F10C1_HUMAN	315	F10C1_HUMAN	34650
MARV_VP35	FU000417	P18124		22	sp|P18124|RL7_HUMAN	248	RL7_HUMAN	27280
MARV_VP35	FU000417	Q96RQ3		39	sp|Q96RQ3|MCCA_HUMAN	725	MCCA_HUMAN	79750
MARV_VP35	FU000417	Q96EV2		1	sp|Q96EV2|RBM33_HUMAN	1170	RBM33_HUMAN	128700
MARV_VP35	FU000417	P83731		14	sp|P83731|RL24_HUMAN	157	RL24_HUMAN	17270
MARV_VP35	FU000417	Q13151		4	sp|Q13151|ROA0_HUMAN	305	ROA0_HUMAN	33550
MARV_VP35	FU000417	P27816		2	sp|P27816|MAP4_HUMAN	1152	MAP4_HUMAN	126720
MARV_VP35	FU000417	Q96T17		4	sp|Q96T17|MA7D2_HUMAN	732	MA7D2_HUMAN	80520
MARV_VP35	FU000417	Q9P031		2	sp|Q9P031|TAP26_HUMAN	241	TAP26_HUMAN	26510
MARV_VP35	FU000417	P62899		12	sp|P62899|RL31_HUMAN	125	RL31_HUMAN	13750
MARV_VP35	FU000417	P16402		2	sp|P16402|H13_HUMAN	221	H13_HUMAN	24310
MARV_VP35	FU000417	Q969Q0		1	sp|Q969Q0|RL36L_HUMAN	106	RL36L_HUMAN	11660
MARV_VP35	FU000417	Q9H6S0		6	sp|Q9H6S0|YTDC2_HUMAN	1430	YTDC2_HUMAN	157300
MARV_VP35	FU000417	Q15050		6	sp|Q15050|RRS1_HUMAN	365	RRS1_HUMAN	40150
MARV_VP35	FU000417	Q9Y2X3		14	sp|Q9Y2X3|NOP58_HUMAN	529	NOP58_HUMAN	58190
MARV_VP35	FU000417	P56182		2	sp|P56182|RRP1_HUMAN	461	RRP1_HUMAN	50710
MARV_VP35	FU000417	Q3MHD2		2	sp|Q3MHD2|LSM12_HUMAN	195	LSM12_HUMAN	21450
MARV_VP35	FU000417	Q8TDN6		13	sp|Q8TDN6|BRX1_HUMAN	353	BRX1_HUMAN	38830
MARV_VP35	FU000417	P62987		8	sp|P62987|RL40_HUMAN	128	RL40_HUMAN	14080
MARV_VP35	FU000417	Q9H1K1		1	sp|Q9H1K1|ISCU_HUMAN	167	ISCU_HUMAN	18370
MARV_VP35	FU000417	Q15599		1	sp|Q15599|NHRF2_HUMAN	337	NHRF2_HUMAN	37070
MARV_VP35	FU000417	Q15393		16	sp|Q15393|SF3B3_HUMAN	1217	SF3B3_HUMAN	133870
MARV_VP35	FU000417	Q86UE4		4	sp|Q86UE4|LYRIC_HUMAN	582	LYRIC_HUMAN	64020
MARV_VP35	FU000417	P63220		4	sp|P63220|RS21_HUMAN	83	RS21_HUMAN	9130
MARV_VP35	FU000417	P11142		42	sp|P11142|HSP7C_HUMAN	646	HSP7C_HUMAN	71060
MARV_VP35	FU000417	P23396		28	sp|P23396|RS3_HUMAN	243	RS3_HUMAN	26730
MARV_VP35	FU000417	P09651		5	sp|P09651|ROA1_HUMAN	372	ROA1_HUMAN	40920
MARV_VP35	FU000417	P62805		17	sp|P62805|H4_HUMAN	103	H4_HUMAN	11330
MARV_VP35	FU000417	Q13442		5	sp|Q13442|HAP28_HUMAN	181	HAP28_HUMAN	19910
MARV_VP35	FU000417	P18077		9	sp|P18077|RL35A_HUMAN	110	RL35A_HUMAN	12100
MARV_VP35	FU000417	P07737		1	sp|P07737|PROF1_HUMAN	140	PROF1_HUMAN	15400
MARV_VP35	FU000417	P42677		10	sp|P42677|RS27_HUMAN	84	RS27_HUMAN	9240
MARV_VP35	FU000417	Q99459		13	sp|Q99459|CDC5L_HUMAN	802	CDC5L_HUMAN	88220
MARV_VP35	FU000417	Q9Y520		2	sp|Q9Y520|PRC2C_HUMAN	2896	PRC2C_HUMAN	318560
MARV_VP35	FU000417	O75683		6	sp|O75683|SURF6_HUMAN	361	SURF6_HUMAN	39710
MARV_VP35	FU000417	P10599		18	sp|P10599|THIO_HUMAN	105	THIO_HUMAN	11550
MARV_VP35	FU000417	Q9BTE3		1	sp|Q9BTE3|MCMBP_HUMAN	642	MCMBP_HUMAN	70620
MARV_VP35	FU000417	O00170		5	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
MARV_VP35	FU000417	Q99623		1	sp|Q99623|PHB2_HUMAN	299	PHB2_HUMAN	32890
MARV_VP35	FU000417	O75533		20	sp|O75533|SF3B1_HUMAN	1304	SF3B1_HUMAN	143440
MARV_VP35	FU000417	P42575		2	sp|P42575|CASP2_HUMAN	452	CASP2_HUMAN	49720
MARV_VP35	FU000417	Q9Y4P3		12	sp|Q9Y4P3|TBL2_HUMAN	447	TBL2_HUMAN	49170
MARV_VP35	FU000417	Q9Y366		2	sp|Q9Y366|IFT52_HUMAN	437	IFT52_HUMAN	48070
MARV_VP35	FU000417	P07437		1	sp|P07437|TBB5_HUMAN	444	TBB5_HUMAN	48840
MARV_VP35	FU000417	P55769		5	sp|P55769|NH2L1_HUMAN	128	NH2L1_HUMAN	14080
MARV_VP35	FU000417	Q01780		8	sp|Q01780|EXOSX_HUMAN	885	EXOSX_HUMAN	97350
MARV_VP35	FU000417	Q9H6R4		3	sp|Q9H6R4|NOL6_HUMAN	1146	NOL6_HUMAN	126060
MARV_VP35	FU000417	O15226		2	sp|O15226|NKRF_HUMAN	690	NKRF_HUMAN	75900
MARV_VP35	FU000417	Q9UKM9		1	sp|Q9UKM9|RALY_HUMAN	306	RALY_HUMAN	33660
MARV_VP35	FU000417	P07814		3	sp|P07814|SYEP_HUMAN	1512	SYEP_HUMAN	166320
MARV_VP35	FU000417	Q9NQT5		3	sp|Q9NQT5|EXOS3_HUMAN	275	EXOS3_HUMAN	30250
MARV_VP35	FU000417	Q32NC0		2	sp|Q32NC0|CR021_HUMAN	220	CR021_HUMAN	24200
MARV_VP35	FU000417	Q9NUL3		2	sp|Q9NUL3|STAU2_HUMAN	570	STAU2_HUMAN	62700
MARV_VP35	FU000417	Q9UMS4		19	sp|Q9UMS4|PRP19_HUMAN	504	PRP19_HUMAN	55440
MARV_VP35	FU000417	Q9H7C9		2	sp|Q9H7C9|AAMDC_HUMAN	122	AAMDC_HUMAN	13420
MARV_VP35	FU000417	Q01844		6	sp|Q01844|EWS_HUMAN	656	EWS_HUMAN	72160
MARV_VP35	FU000417	Q8IWX8		34	sp|Q8IWX8|CHERP_HUMAN	916	CHERP_HUMAN	100760
MARV_VP35	FU000417	P53350		1	sp|P53350|PLK1_HUMAN	603	PLK1_HUMAN	66330
MARV_VP35	FU000417	Q9BRJ7		3	sp|Q9BRJ7|TIRR_HUMAN	211	TIRR_HUMAN	23210
MARV_VP35	FU000417	Q15417		10	sp|Q15417|CNN3_HUMAN	329	CNN3_HUMAN	36190
MARV_VP35	FU000417	P13639		7	sp|P13639|EF2_HUMAN	858	EF2_HUMAN	94380
MARV_VP35	FU000417	Q7Z2W4		33	sp|Q7Z2W4|ZCCHV_HUMAN	902	ZCCHV_HUMAN	99220
MARV_VP35	FU000417	Q96KR1		2	sp|Q96KR1|ZFR_HUMAN	1074	ZFR_HUMAN	118140
MARV_VP35	FU000417	O14933		4	sp|O14933|UB2L6_HUMAN	153	UB2L6_HUMAN	16830
MARV_VP35	FU000417	Q8IYB5		2	sp|Q8IYB5|SMAP1_HUMAN	467	SMAP1_HUMAN	51370
MARV_VP35	FU000417	Q9NY12		1	sp|Q9NY12|GAR1_HUMAN	217	GAR1_HUMAN	23870
MARV_VP35	FU000417	Q9H307		3	sp|Q9H307|PININ_HUMAN	717	PININ_HUMAN	78870
MARV_VP35	FU000417	P98175		1	sp|P98175|RBM10_HUMAN	930	RBM10_HUMAN	102300
MARV_VP35	FU000417	Q96GA3		1	sp|Q96GA3|LTV1_HUMAN	475	LTV1_HUMAN	52250
MARV_VP35	FU000417	P62269		15	sp|P62269|RS18_HUMAN	152	RS18_HUMAN	16720
MARV_VP35	FU000417	Q15361		1	sp|Q15361|TTF1_HUMAN	905	TTF1_HUMAN	99550
MARV_VP35	FU000417	P32969		15	sp|P32969|RL9_HUMAN	192	RL9_HUMAN	21120
MARV_VP35	FU000417	Q96I25		23	sp|Q96I25|SPF45_HUMAN	401	SPF45_HUMAN	44110
MARV_VP35	FU000417	Q6ZN17		1	sp|Q6ZN17|LN28B_HUMAN	250	LN28B_HUMAN	27500
MARV_VP35	FU000417	P36873		1	sp|P36873|PP1G_HUMAN	323	PP1G_HUMAN	35530
MARV_VP35	FU000417	P23246		2	sp|P23246|SFPQ_HUMAN	707	SFPQ_HUMAN	77770
MARV_VP35	FU000417	P82650		1	sp|P82650|RT22_HUMAN	360	RT22_HUMAN	39600
MARV_VP35	FU000417	P11586		1	sp|P11586|C1TC_HUMAN	935	C1TC_HUMAN	102850
MARV_VP35	FU000417	Q8WTT2		14	sp|Q8WTT2|NOC3L_HUMAN	800	NOC3L_HUMAN	88000
MARV_VP35	FU000417	Q06830		6	sp|Q06830|PRDX1_HUMAN	199	PRDX1_HUMAN	21890
MARV_VP35	FU000417	Q96E40		2	sp|Q96E40|SACA9_HUMAN	222	SACA9_HUMAN	24420
MARV_VP35	FU000417	P05166		21	sp|P05166|PCCB_HUMAN	539	PCCB_HUMAN	59290
MARV_VP35	FU000417	Q07065		1	sp|Q07065|CKAP4_HUMAN	602	CKAP4_HUMAN	66220
MARV_VP35	FU000417	O14654		2	sp|O14654|IRS4_HUMAN	1257	IRS4_HUMAN	138270
MARV_VP35	FU000417	P39023		58	sp|P39023|RL3_HUMAN	403	RL3_HUMAN	44330
MARV_VP35	FU000417	Q9HCG8		3	sp|Q9HCG8|CWC22_HUMAN	908	CWC22_HUMAN	99880
MARV_VP35	FU000417	Q9BZE4		11	sp|Q9BZE4|NOG1_HUMAN	634	NOG1_HUMAN	69740
MARV_VP35	FU000417	Q8IYN2		2	sp|Q8IYN2|TCAL8_HUMAN	117	TCAL8_HUMAN	12870
MARV_VP35	FU000417	Q13263		2	sp|Q13263|TIF1B_HUMAN	835	TIF1B_HUMAN	91850
MARV_VP35	FU000417	O95295		1	sp|O95295|SNAPN_HUMAN	136	SNAPN_HUMAN	14960
MARV_VP35	FU000417	Q9Y3B4		2	sp|Q9Y3B4|SF3B6_HUMAN	125	SF3B6_HUMAN	13750
MARV_VP35	FU000417	P62750		27	sp|P62750|RL23A_HUMAN	156	RL23A_HUMAN	17160
MARV_VP35	FU000417	O75937		1	sp|O75937|DNJC8_HUMAN	253	DNJC8_HUMAN	27830
MARV_VP35	FU000417	P04406		8	sp|P04406|G3P_HUMAN	335	G3P_HUMAN	36850
MARV_VP35	FU000417	P32121		13	sp|P32121|ARRB2_HUMAN	409	ARRB2_HUMAN	44990
MARV_VP35	FU000417	P37108		6	sp|P37108|SRP14_HUMAN	136	SRP14_HUMAN	14960
MARV_VP35	FU000417	Q9BU76		8	sp|Q9BU76|MMTA2_HUMAN	263	MMTA2_HUMAN	28930
MARV_VP35	FU000417	Q9NW13		8	sp|Q9NW13|RBM28_HUMAN	759	RBM28_HUMAN	83490
MARV_VP35	FU000417	Q5VTL8		19	sp|Q5VTL8|PR38B_HUMAN	546	PR38B_HUMAN	60060
MARV_VP35	FU000417	Q92841		14	sp|Q92841|DDX17_HUMAN	729	DDX17_HUMAN	80190
MARV_VP35	FU000417	P35030		3	sp|P35030|TRY3_HUMAN	304	TRY3_HUMAN	33440
MARV_VP35	FU000417	O00425		3	sp|O00425|IF2B3_HUMAN	579	IF2B3_HUMAN	63690
MARV_VP35	FU000417	Q9Y3A4		2	sp|Q9Y3A4|RRP7A_HUMAN	280	RRP7A_HUMAN	30800
MARV_VP35	FU000417	O00567		19	sp|O00567|NOP56_HUMAN	594	NOP56_HUMAN	65340
MARV_VP35	FU000417	Q71UM5		5	sp|Q71UM5|RS27L_HUMAN	84	RS27L_HUMAN	9240
MARV_VP35	FU000417	Q9NPD3		1	sp|Q9NPD3|EXOS4_HUMAN	245	EXOS4_HUMAN	26950
MARV_VP35	FU000417	Q96ME7		6	sp|Q96ME7|ZN512_HUMAN	567	ZN512_HUMAN	62370
MARV_VP35	FU000417	P84103		17	sp|P84103|SRSF3_HUMAN	164	SRSF3_HUMAN	18040
MARV_VP35	FU000417	Q06787		2	sp|Q06787|FMR1_HUMAN	632	FMR1_HUMAN	69520
MARV_VP35	FU000417	Q9P258		26	sp|Q9P258|RCC2_HUMAN	522	RCC2_HUMAN	57420
MARV_VP35	FU000417	Q9Y388		5	sp|Q9Y388|RBMX2_HUMAN	322	RBMX2_HUMAN	35420
MARV_VP35	FU000417	Q92552		1	sp|Q92552|RT27_HUMAN	414	RT27_HUMAN	45540
MARV_VP35	FU000417	P30101		5	sp|P30101|PDIA3_HUMAN	505	PDIA3_HUMAN	55550
MARV_VP35	FU000417	Q8WVK2		18	sp|Q8WVK2|SNR27_HUMAN	155	SNR27_HUMAN	17050
MARV_VP35	FU000417	P62847		13	sp|P62847|RS24_HUMAN	133	RS24_HUMAN	14630
MARV_VP35	FU000417	Q7L014		5	sp|Q7L014|DDX46_HUMAN	1031	DDX46_HUMAN	113410
MARV_VP35	FU000417	P43487		2	sp|P43487|RANG_HUMAN	201	RANG_HUMAN	22110
MARV_VP35	FU000417	P62854		2	sp|P62854|RS26_HUMAN	115	RS26_HUMAN	12650
MARV_VP35	FU000417	Q8ND56		1	sp|Q8ND56|LS14A_HUMAN	463	LS14A_HUMAN	50930
MARV_VP35	FU000417	Q9NQ55		11	sp|Q9NQ55|SSF1_HUMAN	473	SSF1_HUMAN	52030
MARV_VP35	FU000417	P62316		1	sp|P62316|SMD2_HUMAN	118	SMD2_HUMAN	12980
MARV_VP35	FU000417	P56270		5	sp|P56270|MAZ_HUMAN	477	MAZ_HUMAN	52470
MARV_VP35	FU000417	P78549		2	sp|P78549|NTH_HUMAN	312	NTH_HUMAN	34320
MARV_VP35	FU000417	P46013		7	sp|P46013|KI67_HUMAN	3256	KI67_HUMAN	358160
MARV_VP35	FU000417	O76003		1	sp|O76003|GLRX3_HUMAN	335	GLRX3_HUMAN	36850
MARV_VP35	FU000417	P67809		18	sp|P67809|YBOX1_HUMAN	324	YBOX1_HUMAN	35640
MARV_VP35	FU000417	P36969		3	sp|P36969|GPX4_HUMAN	197	GPX4_HUMAN	21670
MARV_VP35	FU000417	Q00577		2	sp|Q00577|PURA_HUMAN	322	PURA_HUMAN	35420
MARV_VP35	FU000417	Q9UHX1		1	sp|Q9UHX1|PUF60_HUMAN	559	PUF60_HUMAN	61490
MARV_VP35	FU000417	P11498		96	sp|P11498|PYC_HUMAN	1178	PYC_HUMAN	129580
MARV_VP35	FU000417	Q1ED39		6	sp|Q1ED39|KNOP1_HUMAN	458	KNOP1_HUMAN	50380
MARV_VP35	FU000417	Q96HS1		3	sp|Q96HS1|PGAM5_HUMAN	289	PGAM5_HUMAN	31790
MARV_VP35	FU000417	Q07955		2	sp|Q07955|SRSF1_HUMAN	248	SRSF1_HUMAN	27280
MARV_VP35	FU000417	P30405		1	sp|P30405|PPIF_HUMAN	207	PPIF_HUMAN	22770
MARV_VP35	FU000417	P84090		5	sp|P84090|ERH_HUMAN	104	ERH_HUMAN	11440
MARV_VP35	FU000417	A6NDG6		4	sp|A6NDG6|PGP_HUMAN	321	PGP_HUMAN	35310
MARV_VP35	FU000417	Q8N5F7		9	sp|Q8N5F7|NKAP_HUMAN	415	NKAP_HUMAN	45650
MARV_VP35	FU000417	Q9NYF8		1	sp|Q9NYF8|BCLF1_HUMAN	920	BCLF1_HUMAN	101200
MARV_VP35	FU000417	P08865		7	sp|P08865|RSSA_HUMAN	295	RSSA_HUMAN	32450
MARV_VP35	FU000417	Q8IWZ3		2	sp|Q8IWZ3|ANKH1_HUMAN	2542	ANKH1_HUMAN	279620
MARV_VP35	FU000417	Q5T3I0		9	sp|Q5T3I0|GPTC4_HUMAN	446	GPTC4_HUMAN	49060
MARV_VP35	FU000417	O75940		5	sp|O75940|SPF30_HUMAN	238	SPF30_HUMAN	26180
MARV_VP35	FU000417	Q86U90		4	sp|Q86U90|YRDC_HUMAN	279	YRDC_HUMAN	30690
MARV_VP35	FU000417	Q9NQT4		2	sp|Q9NQT4|EXOS5_HUMAN	235	EXOS5_HUMAN	25850
MARV_VP35	FU000417	P62841		8	sp|P62841|RS15_HUMAN	145	RS15_HUMAN	15950
MARV_VP35	FU000417	O75569		13	sp|O75569|PRKRA_HUMAN	313	PRKRA_HUMAN	34430
MARV_VP35	FU000417	Q9NYP9		14	sp|Q9NYP9|MS18A_HUMAN	233	MS18A_HUMAN	25630
MARV_VP35	FU000417	P48637		1	sp|P48637|GSHB_HUMAN	474	GSHB_HUMAN	52140
MARV_VP35	FU000417	Q16630		4	sp|Q16630|CPSF6_HUMAN	551	CPSF6_HUMAN	60610
MARV_VP35	FU000417	P49674		1	sp|P49674|KC1E_HUMAN	416	KC1E_HUMAN	45760
MARV_VP35	FU000417	Q49A26		1	sp|Q49A26|GLYR1_HUMAN	553	GLYR1_HUMAN	60830
MARV_VP35	FU000417	P52907		2	sp|P52907|CAZA1_HUMAN	286	CAZA1_HUMAN	31460
MARV_VP35	FU000417	O95793		8	sp|O95793|STAU1_HUMAN	577	STAU1_HUMAN	63470
MARV_VP35	FU000417	Q15366		7	sp|Q15366|PCBP2_HUMAN	365	PCBP2_HUMAN	40150
MARV_VP35	FU000417	O95602		1	sp|O95602|RPA1_HUMAN	1720	RPA1_HUMAN	189200
MARV_VP35	FU000417	O00763		1	sp|O00763|ACACB_HUMAN	2458	ACACB_HUMAN	270380
MARV_VP35	FU000417	P61513		16	sp|P61513|RL37A_HUMAN	92	RL37A_HUMAN	10120
MARV_VP35	FU000417	Q7Z2T5		6	sp|Q7Z2T5|TRM1L_HUMAN	733	TRM1L_HUMAN	80630
MARV_VP35	FU000417	Q9BRT6		5	sp|Q9BRT6|LLPH_HUMAN	129	LLPH_HUMAN	14190
MARV_VP35	FU000417	Q9Y3C1		3	sp|Q9Y3C1|NOP16_HUMAN	178	NOP16_HUMAN	19580
MARV_VP35	FU000417	P46778		9	sp|P46778|RL21_HUMAN	160	RL21_HUMAN	17600
MARV_VP35	FU000417	Q9H2U1		1	sp|Q9H2U1|DHX36_HUMAN	1008	DHX36_HUMAN	110880
MARV_VP35	FU000417	P46779		16	sp|P46779|RL28_HUMAN	137	RL28_HUMAN	15070
MARV_VP35	FU000417	Q9UHV9		1	sp|Q9UHV9|PFD2_HUMAN	154	PFD2_HUMAN	16940
MARV_VP35	FU000417	Q13428		3	sp|Q13428|TCOF_HUMAN	1488	TCOF_HUMAN	163680
MARV_VP35	FU000417	P62910		21	sp|P62910|RL32_HUMAN	135	RL32_HUMAN	14850
MARV_VP35	FU000417	P35268		6	sp|P35268|RL22_HUMAN	128	RL22_HUMAN	14080
MARV_VP35	FU000417	P53999		19	sp|P53999|TCP4_HUMAN	127	TCP4_HUMAN	13970
MARV_VP35	FU000417	Q8NC51		8	sp|Q8NC51|PAIRB_HUMAN	408	PAIRB_HUMAN	44880
MARV_VP35	FU000417	P49458		1	sp|P49458|SRP09_HUMAN	86	SRP09_HUMAN	9460
MARV_VP35	FU000417	Q8NE71		5	sp|Q8NE71|ABCF1_HUMAN	845	ABCF1_HUMAN	92950
MARV_VP35	FU000417	Q9Y3U8		9	sp|Q9Y3U8|RL36_HUMAN	105	RL36_HUMAN	11550
MARV_VP35	FU000417	Q6P2Q9		2	sp|Q6P2Q9|PRP8_HUMAN	2335	PRP8_HUMAN	256850
MARV_VP35	FU000417	Q96IZ7		1	sp|Q96IZ7|RSRC1_HUMAN	334	RSRC1_HUMAN	36740
