id	ms_uniprot_ac	BAIT	ms_unique_pep	ms_spectral_counts	names	lengths	uniprot_id	Mass
FU000429	Q8IWQ3	GFP		2	sp|Q8IWQ3|BRSK2_HUMAN	736	BRSK2_HUMAN	80960
FU000429	Q8IWS0	GFP		13	sp|Q8IWS0|PHF6_HUMAN	365	PHF6_HUMAN	40150
FU000429	Q8IWX8	GFP		28	sp|Q8IWX8|CHERP_HUMAN	916	CHERP_HUMAN	100760
FU000429	Q8IXB1	GFP		21	sp|Q8IXB1|DJC10_HUMAN	793	DJC10_HUMAN	87230
FU000429	Q8IY67	GFP		1	sp|Q8IY67|RAVR1_HUMAN	606	RAVR1_HUMAN	66660
FU000429	Q8IYB5	GFP		2	sp|Q8IYB5|SMAP1_HUMAN	467	SMAP1_HUMAN	51370
FU000429	Q8IYL3	GFP		1	sp|Q8IYL3|CA174_HUMAN	243	CA174_HUMAN	26730
FU000429	Q8IZQ5	GFP		4	sp|Q8IZQ5|SELH_HUMAN	122	SELH_HUMAN	13420
FU000429	Q8N1G4	GFP		2	sp|Q8N1G4|LRC47_HUMAN	583	LRC47_HUMAN	64130
FU000429	Q8N5F7	GFP		2	sp|Q8N5F7|NKAP_HUMAN	415	NKAP_HUMAN	45650
FU000429	Q8N6N3	GFP		2	sp|Q8N6N3|CA052_HUMAN	182	CA052_HUMAN	20020
FU000429	Q8N9Q2	GFP		21	sp|Q8N9Q2|SR1IP_HUMAN	155	SR1IP_HUMAN	17050
FU000429	Q8NAV1	GFP		6	sp|Q8NAV1|PR38A_HUMAN	312	PR38A_HUMAN	34320
FU000429	Q8NBS9	GFP		12	sp|Q8NBS9|TXND5_HUMAN	432	TXND5_HUMAN	47520
FU000429	Q8NC51	GFP		7	sp|Q8NC51|PAIRB_HUMAN	408	PAIRB_HUMAN	44880
FU000429	Q8ND56	GFP		2	sp|Q8ND56|LS14A_HUMAN	463	LS14A_HUMAN	50930
FU000429	Q8NE71	GFP		7	sp|Q8NE71|ABCF1_HUMAN	845	ABCF1_HUMAN	92950
FU000429	Q8NEZ5	GFP		4	sp|Q8NEZ5|FBX22_HUMAN	403	FBX22_HUMAN	44330
FU000429	Q8TA86	GFP		24	sp|Q8TA86|RP9_HUMAN	221	RP9_HUMAN	24310
FU000429	Q8WUA2	GFP		8	sp|Q8WUA2|PPIL4_HUMAN	492	PPIL4_HUMAN	54120
FU000429	Q8WVK2	GFP		25	sp|Q8WVK2|SNR27_HUMAN	155	SNR27_HUMAN	17050
FU000429	Q8WWM7	GFP		5	sp|Q8WWM7|ATX2L_HUMAN	1075	ATX2L_HUMAN	118250
FU000429	Q92841	GFP		8	sp|Q92841|DDX17_HUMAN	729	DDX17_HUMAN	80190
FU000429	Q92945	GFP		14	sp|Q92945|FUBP2_HUMAN	711	FUBP2_HUMAN	78210
FU000429	Q969H8	GFP		1	sp|Q969H8|MYDGF_HUMAN	173	MYDGF_HUMAN	19030
FU000429	Q96BR5	GFP		3	sp|Q96BR5|COA7_HUMAN	231	COA7_HUMAN	25410
FU000429	Q96CT7	GFP		7	sp|Q96CT7|CC124_HUMAN	223	CC124_HUMAN	24530
FU000429	Q96E40	GFP		2	sp|Q96E40|SACA9_HUMAN	222	SACA9_HUMAN	24420
FU000429	Q96EI5	GFP		5	sp|Q96EI5|TCAL4_HUMAN	215	TCAL4_HUMAN	23650
FU000429	Q96EK6	GFP		1	sp|Q96EK6|GNA1_HUMAN	184	GNA1_HUMAN	20240
FU000429	Q96EP5	GFP		2	sp|Q96EP5|DAZP1_HUMAN	407	DAZP1_HUMAN	44770
FU000429	Q96EY4	GFP		6	sp|Q96EY4|TMA16_HUMAN	203	TMA16_HUMAN	22330
FU000429	Q96H79	GFP		13	sp|Q96H79|ZCCHL_HUMAN	300	ZCCHL_HUMAN	33000
FU000429	Q96I24	GFP		47	sp|Q96I24|FUBP3_HUMAN	572	FUBP3_HUMAN	62920
FU000429	Q96I25	GFP		25	sp|Q96I25|SPF45_HUMAN	401	SPF45_HUMAN	44110
FU000429	Q96IZ6	GFP		1	sp|Q96IZ6|MET2A_HUMAN	378	MET2A_HUMAN	41580
FU000429	Q96IZ7	GFP		3	sp|Q96IZ7|RSRC1_HUMAN	334	RSRC1_HUMAN	36740
FU000429	Q96J01	GFP		3	sp|Q96J01|THOC3_HUMAN	351	THOC3_HUMAN	38610
FU000429	Q96LB3	GFP		1	sp|Q96LB3|IFT74_HUMAN	600	IFT74_HUMAN	66000
FU000429	Q96RQ3	GFP		46	sp|Q96RQ3|MCCA_HUMAN	725	MCCA_HUMAN	79750
FU000429	Q96SZ5	GFP		1	sp|Q96SZ5|AEDO_HUMAN	270	AEDO_HUMAN	29700
FU000429	Q96T17	GFP		3	sp|Q96T17|MA7D2_HUMAN	732	MA7D2_HUMAN	80520
FU000429	Q99439	GFP		5	sp|Q99439|CNN2_HUMAN	309	CNN2_HUMAN	33990
FU000429	Q99497	GFP		55	sp|Q99497|PARK7_HUMAN	189	PARK7_HUMAN	20790
FU000429	Q99615	GFP		1	sp|Q99615|DNJC7_HUMAN	494	DNJC7_HUMAN	54340
FU000429	Q99623	GFP		2	sp|Q99623|PHB2_HUMAN	299	PHB2_HUMAN	32890
FU000429	Q99661	GFP		1	sp|Q99661|KIF2C_HUMAN	725	KIF2C_HUMAN	79750
FU000429	Q99714	GFP		1	sp|Q99714|HCD2_HUMAN	261	HCD2_HUMAN	28710
FU000429	Q9BQ61	GFP		1	sp|Q9BQ61|TRIR_HUMAN	176	TRIR_HUMAN	19360
FU000429	Q9BQE3	GFP		2	sp|Q9BQE3|TBA1C_HUMAN	449	TBA1C_HUMAN	49390
FU000429	Q9BRA2	GFP		1	sp|Q9BRA2|TXD17_HUMAN	123	TXD17_HUMAN	13530
FU000429	Q9BRJ7	GFP		6	sp|Q9BRJ7|TIRR_HUMAN	211	TIRR_HUMAN	23210
FU000429	Q9BRP1	GFP		4	sp|Q9BRP1|PDD2L_HUMAN	358	PDD2L_HUMAN	39380
FU000429	Q9BRX2	GFP		13	sp|Q9BRX2|PELO_HUMAN	385	PELO_HUMAN	42350
FU000429	Q9BSD7	GFP		8	sp|Q9BSD7|NTPCR_HUMAN	190	NTPCR_HUMAN	20900
FU000429	Q9BTE3	GFP		2	sp|Q9BTE3|MCMBP_HUMAN	642	MCMBP_HUMAN	70620
FU000429	Q9BTE7	GFP		2	sp|Q9BTE7|DCNL5_HUMAN	237	DCNL5_HUMAN	26070
FU000429	Q9BU76	GFP		13	sp|Q9BU76|MMTA2_HUMAN	263	MMTA2_HUMAN	28930
FU000429	Q9BUF5	GFP		4	sp|Q9BUF5|TBB6_HUMAN	446	TBB6_HUMAN	49060
FU000429	Q9BWS9	GFP		2	sp|Q9BWS9|CHID1_HUMAN	393	CHID1_HUMAN	43230
FU000429	Q9BY42	GFP		1	sp|Q9BY42|RTF2_HUMAN	306	RTF2_HUMAN	33660
FU000429	Q9BYB4	GFP		7	sp|Q9BYB4|GNB1L_HUMAN	327	GNB1L_HUMAN	35970
FU000429	Q9BYC8	GFP		4	sp|Q9BYC8|RM32_HUMAN	188	RM32_HUMAN	20680
FU000429	Q9GZP4	GFP		5	sp|Q9GZP4|PITH1_HUMAN	211	PITH1_HUMAN	23210
FU000429	Q9GZT9	GFP		5	sp|Q9GZT9|EGLN1_HUMAN	426	EGLN1_HUMAN	46860
FU000429	Q9H0S4	GFP		1	sp|Q9H0S4|DDX47_HUMAN	455	DDX47_HUMAN	50050
FU000429	Q9H1K1	GFP		1	sp|Q9H1K1|ISCU_HUMAN	167	ISCU_HUMAN	18370
FU000429	Q9H3K6	GFP		12	sp|Q9H3K6|BOLA2_HUMAN	86	BOLA2_HUMAN	9460
FU000429	Q9H649	GFP		1	sp|Q9H649|NSUN3_HUMAN	340	NSUN3_HUMAN	37400
FU000429	Q9H7C9	GFP		2	sp|Q9H7C9|AAMDC_HUMAN	122	AAMDC_HUMAN	13420
FU000429	Q9H857	GFP		4	sp|Q9H857|NT5D2_HUMAN	520	NT5D2_HUMAN	57200
FU000429	Q9H910	GFP		5	sp|Q9H910|JUPI2_HUMAN	190	JUPI2_HUMAN	20900
FU000429	Q9H936	GFP		2	sp|Q9H936|GHC1_HUMAN	323	GHC1_HUMAN	35530
FU000429	Q9H9A6	GFP		5	sp|Q9H9A6|LRC40_HUMAN	602	LRC40_HUMAN	66220
FU000429	Q9HA64	GFP		5	sp|Q9HA64|KT3K_HUMAN	309	KT3K_HUMAN	33990
FU000429	Q9HB71	GFP		11	sp|Q9HB71|CYBP_HUMAN	228	CYBP_HUMAN	25080
FU000429	Q9HC38	GFP		4	sp|Q9HC38|GLOD4_HUMAN	313	GLOD4_HUMAN	34430
FU000429	Q9HCC0	GFP		38	sp|Q9HCC0|MCCB_HUMAN	563	MCCB_HUMAN	61930
FU000429	Q9HCG8	GFP		2	sp|Q9HCG8|CWC22_HUMAN	908	CWC22_HUMAN	99880
FU000429	Q9HCI5	GFP		1	sp|Q9HCI5|MAGE1_HUMAN	957	MAGE1_HUMAN	105270
FU000429	Q9HCJ3	GFP		1	sp|Q9HCJ3|RAVR2_HUMAN	691	RAVR2_HUMAN	76010
FU000429	Q9HD42	GFP		1	sp|Q9HD42|CHM1A_HUMAN	196	CHM1A_HUMAN	21560
FU000429	Q9NP64	GFP		22	sp|Q9NP64|NO40_HUMAN	241	NO40_HUMAN	26510
FU000429	Q9NQ29	GFP		11	sp|Q9NQ29|LUC7L_HUMAN	371	LUC7L_HUMAN	40810
FU000429	Q9NQ88	GFP		1	sp|Q9NQ88|TIGAR_HUMAN	270	TIGAR_HUMAN	29700
FU000429	Q9NR33	GFP		1	sp|Q9NR33|DPOE4_HUMAN	117	DPOE4_HUMAN	12870
FU000429	Q9NS86	GFP		5	sp|Q9NS86|LANC2_HUMAN	450	LANC2_HUMAN	49500
FU000429	Q9NSD9	GFP		2	sp|Q9NSD9|SYFB_HUMAN	589	SYFB_HUMAN	64790
FU000429	Q9NSV4	GFP		13	sp|Q9NSV4|DIAP3_HUMAN	1193	DIAP3_HUMAN	131230
FU000429	Q9NUI1	GFP		2	sp|Q9NUI1|DECR2_HUMAN	292	DECR2_HUMAN	32120
FU000429	Q9NW64	GFP		1	sp|Q9NW64|RBM22_HUMAN	420	RBM22_HUMAN	46200
FU000429	Q9NWB6	GFP		8	sp|Q9NWB6|ARGL1_HUMAN	273	ARGL1_HUMAN	30030
FU000429	Q9NX24	GFP		1	sp|Q9NX24|NHP2_HUMAN	153	NHP2_HUMAN	16830
FU000429	Q9NXW9	GFP		1	sp|Q9NXW9|ALKB4_HUMAN	302	ALKB4_HUMAN	33220
FU000429	Q9NYF8	GFP		1	sp|Q9NYF8|BCLF1_HUMAN	920	BCLF1_HUMAN	101200
FU000429	Q9NYP9	GFP		13	sp|Q9NYP9|MS18A_HUMAN	233	MS18A_HUMAN	25630
FU000429	Q9NZW5	GFP		1	sp|Q9NZW5|MPP6_HUMAN	540	MPP6_HUMAN	59400
FU000429	Q9P016	GFP		4	sp|Q9P016|THYN1_HUMAN	225	THYN1_HUMAN	24750
FU000429	Q9P021	GFP		2	sp|Q9P021|CRIPT_HUMAN	101	CRIPT_HUMAN	11110
FU000429	Q9P258	GFP		33	sp|Q9P258|RCC2_HUMAN	522	RCC2_HUMAN	57420
FU000429	Q9UFW8	GFP		2	sp|Q9UFW8|CGBP1_HUMAN	167	CGBP1_HUMAN	18370
FU000429	Q9UHV9	GFP		4	sp|Q9UHV9|PFD2_HUMAN	154	PFD2_HUMAN	16940
FU000429	Q9UHX1	GFP		1	sp|Q9UHX1|PUF60_HUMAN	559	PUF60_HUMAN	61490
FU000429	Q9UI43	GFP		9	sp|Q9UI43|MRM2_HUMAN	246	MRM2_HUMAN	27060
FU000429	Q9UQ35	GFP		6	sp|Q9UQ35|SRRM2_HUMAN	2752	SRRM2_HUMAN	302720
FU000429	Q9Y237	GFP		4	sp|Q9Y237|PIN4_HUMAN	131	PIN4_HUMAN	14410
FU000429	Q9Y2S6	GFP		2	sp|Q9Y2S6|TMA7_HUMAN	64	TMA7_HUMAN	7040
FU000429	Q9Y2V2	GFP		5	sp|Q9Y2V2|CHSP1_HUMAN	147	CHSP1_HUMAN	16170
FU000429	Q9Y2W1	GFP		1	sp|Q9Y2W1|TR150_HUMAN	955	TR150_HUMAN	105050
FU000429	Q9Y314	GFP		7	sp|Q9Y314|NOSIP_HUMAN	301	NOSIP_HUMAN	33110
FU000429	Q9Y383	GFP		43	sp|Q9Y383|LC7L2_HUMAN	392	LC7L2_HUMAN	43120
FU000429	Q9Y388	GFP		3	sp|Q9Y388|RBMX2_HUMAN	322	RBMX2_HUMAN	35420
FU000429	Q9Y3B4	GFP		1	sp|Q9Y3B4|SF3B6_HUMAN	125	SF3B6_HUMAN	13750
FU000429	Q9Y3C6	GFP		2	sp|Q9Y3C6|PPIL1_HUMAN	166	PPIL1_HUMAN	18260
FU000429	Q9Y3C8	GFP		1	sp|Q9Y3C8|UFC1_HUMAN	167	UFC1_HUMAN	18370
FU000429	Q9Y3D2	GFP		5	sp|Q9Y3D2|MSRB2_HUMAN	182	MSRB2_HUMAN	20020
FU000429	Q9Y3E2	GFP		3	sp|Q9Y3E2|BOLA1_HUMAN	137	BOLA1_HUMAN	15070
FU000429	Q9Y421	GFP		2	sp|Q9Y421|FA32A_HUMAN	112	FA32A_HUMAN	12320
FU000429	Q9Y4X0	GFP		5	sp|Q9Y4X0|AMMR1_HUMAN	333	AMMR1_HUMAN	36630
FU000429	Q9Y508	GFP		3	sp|Q9Y508|RN114_HUMAN	228	RN114_HUMAN	25080
FU000429	Q9Y520	GFP		1	sp|Q9Y520|PRC2C_HUMAN	2896	PRC2C_HUMAN	318560
FU000429	Q9Y5L4	GFP		2	sp|Q9Y5L4|TIM13_HUMAN	95	TIM13_HUMAN	10450
FU000431	A0A0U1RRE5	Vector		5	sp|A0A0U1RRE5|NBDY_HUMAN	68	NBDY_HUMAN	7480
FU000431	A1KXE4	Vector		2	sp|A1KXE4|F168B_HUMAN	195	F168B_HUMAN	21450
FU000431	A6NDG6	Vector		6	sp|A6NDG6|PGP_HUMAN	321	PGP_HUMAN	35310
FU000431	E9PAV3	Vector		8	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
FU000431	O00170	Vector		8	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
FU000431	O00178	Vector		3	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
FU000431	O00244	Vector		9	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
FU000431	O00479	Vector		2	sp|O00479|HMGN4_HUMAN	90	HMGN4_HUMAN	9900
FU000431	O00483	Vector		2	sp|O00483|NDUA4_HUMAN	81	NDUA4_HUMAN	8910
FU000431	O00571	Vector		4	sp|O00571|DDX3X_HUMAN	662	DDX3X_HUMAN	72820
FU000431	O00763	Vector		8	sp|O00763|ACACB_HUMAN	2458	ACACB_HUMAN	270380
FU000431	O14757	Vector		2	sp|O14757|CHK1_HUMAN	476	CHK1_HUMAN	52360
FU000431	O14933	Vector		2	sp|O14933|UB2L6_HUMAN	153	UB2L6_HUMAN	16830
FU000431	O15042	Vector		55	sp|O15042|SR140_HUMAN	1029	SR140_HUMAN	113190
FU000431	O15235	Vector		10	sp|O15235|RT12_HUMAN	138	RT12_HUMAN	15180
FU000431	O15347	Vector		2	sp|O15347|HMGB3_HUMAN	200	HMGB3_HUMAN	22000
FU000431	O43175	Vector		3	sp|O43175|SERA_HUMAN	533	SERA_HUMAN	58630
FU000431	O43396	Vector		7	sp|O43396|TXNL1_HUMAN	289	TXNL1_HUMAN	31790
FU000431	O43482	Vector		4	sp|O43482|MS18B_HUMAN	229	MS18B_HUMAN	25190
FU000431	O43665	Vector		1	sp|O43665|RGS10_HUMAN	173	RGS10_HUMAN	19030
FU000431	O43677	Vector		3	sp|O43677|NDUC1_HUMAN	76	NDUC1_HUMAN	8360
FU000431	O43684	Vector		7	sp|O43684|BUB3_HUMAN	328	BUB3_HUMAN	36080
FU000431	O43734	Vector		2	sp|O43734|CIKS_HUMAN	574	CIKS_HUMAN	63140
FU000431	O43809	Vector		10	sp|O43809|CPSF5_HUMAN	227	CPSF5_HUMAN	24970
FU000431	O43837	Vector		1	sp|O43837|IDH3B_HUMAN	385	IDH3B_HUMAN	42350
FU000431	O60547	Vector		3	sp|O60547|GMDS_HUMAN	372	GMDS_HUMAN	40920
FU000431	O60716	Vector		3	sp|O60716|CTND1_HUMAN	968	CTND1_HUMAN	106480
FU000431	O60869	Vector		2	sp|O60869|EDF1_HUMAN	148	EDF1_HUMAN	16280
FU000431	O75223	Vector		1	sp|O75223|GGCT_HUMAN	188	GGCT_HUMAN	20680
FU000431	O75340	Vector		6	sp|O75340|PDCD6_HUMAN	191	PDCD6_HUMAN	21010
FU000431	O75400	Vector		4	sp|O75400|PR40A_HUMAN	957	PR40A_HUMAN	105270
FU000431	O75694	Vector		3	sp|O75694|NU155_HUMAN	1391	NU155_HUMAN	153010
FU000431	O75937	Vector		2	sp|O75937|DNJC8_HUMAN	253	DNJC8_HUMAN	27830
FU000431	O75940	Vector		4	sp|O75940|SPF30_HUMAN	238	SPF30_HUMAN	26180
FU000431	O76003	Vector		2	sp|O76003|GLRX3_HUMAN	335	GLRX3_HUMAN	36850
FU000431	O94903	Vector		8	sp|O94903|PLPHP_HUMAN	275	PLPHP_HUMAN	30250
FU000431	O95049	Vector		1	sp|O95049|ZO3_HUMAN	919	ZO3_HUMAN	101090
FU000431	O95232	Vector		29	sp|O95232|LC7L3_HUMAN	432	LC7L3_HUMAN	47520
FU000431	O95336	Vector		5	sp|O95336|6PGL_HUMAN	258	6PGL_HUMAN	28380
FU000431	O95881	Vector		9	sp|O95881|TXD12_HUMAN	172	TXD12_HUMAN	18920
FU000431	P00492	Vector		3	sp|P00492|HPRT_HUMAN	218	HPRT_HUMAN	23980
FU000431	P04080	Vector		11	sp|P04080|CYTB_HUMAN	98	CYTB_HUMAN	10780
FU000431	P04406	Vector		9	sp|P04406|G3P_HUMAN	335	G3P_HUMAN	36850
FU000431	P05114	Vector		5	sp|P05114|HMGN1_HUMAN	100	HMGN1_HUMAN	11000
FU000431	P05141	Vector		13	sp|P05141|ADT2_HUMAN	298	ADT2_HUMAN	32780
FU000431	P05165	Vector		62	sp|P05165|PCCA_HUMAN	728	PCCA_HUMAN	80080
FU000431	P05166	Vector		35	sp|P05166|PCCB_HUMAN	539	PCCB_HUMAN	59290
FU000431	P05204	Vector		11	sp|P05204|HMGN2_HUMAN	90	HMGN2_HUMAN	9900
FU000431	P06733	Vector		19	sp|P06733|ENOA_HUMAN	434	ENOA_HUMAN	47740
FU000431	P07195	Vector		3	sp|P07195|LDHB_HUMAN	334	LDHB_HUMAN	36740
FU000431	P07355	Vector		2	sp|P07355|ANXA2_HUMAN	339	ANXA2_HUMAN	37290
FU000431	P07437	Vector		8	sp|P07437|TBB5_HUMAN	444	TBB5_HUMAN	48840
FU000431	P08708	Vector		4	sp|P08708|RS17_HUMAN	135	RS17_HUMAN	14850
FU000431	P08865	Vector		10	sp|P08865|RSSA_HUMAN	295	RSSA_HUMAN	32450
FU000431	P09429	Vector		15	sp|P09429|HMGB1_HUMAN	215	HMGB1_HUMAN	23650
FU000431	P09651	Vector		1	sp|P09651|ROA1_HUMAN	372	ROA1_HUMAN	40920
FU000431	P09874	Vector		25	sp|P09874|PARP1_HUMAN	1014	PARP1_HUMAN	111540
FU000431	P0DPB5	Vector		2	sp|P0DPB5|RPC22_HUMAN	122	RPC22_HUMAN	13420
FU000431	P10599	Vector		23	sp|P10599|THIO_HUMAN	105	THIO_HUMAN	11550
FU000431	P10809	Vector		12	sp|P10809|CH60_HUMAN	573	CH60_HUMAN	63030
FU000431	P11021	Vector		15	sp|P11021|BIP_HUMAN	654	BIP_HUMAN	71940
FU000431	P11142	Vector		27	sp|P11142|HSP7C_HUMAN	646	HSP7C_HUMAN	71060
FU000431	P11387	Vector		5	sp|P11387|TOP1_HUMAN	765	TOP1_HUMAN	84150
FU000431	P11498	Vector		103	sp|P11498|PYC_HUMAN	1178	PYC_HUMAN	129580
FU000431	P11586	Vector		7	sp|P11586|C1TC_HUMAN	935	C1TC_HUMAN	102850
FU000431	P13639	Vector		13	sp|P13639|EF2_HUMAN	858	EF2_HUMAN	94380
FU000431	P13797	Vector		2	sp|P13797|PLST_HUMAN	630	PLST_HUMAN	69300
FU000431	P14174	Vector		1	sp|P14174|MIF_HUMAN	115	MIF_HUMAN	12650
FU000431	P14618	Vector		5	sp|P14618|KPYM_HUMAN	531	KPYM_HUMAN	58410
FU000431	P15531	Vector		3	sp|P15531|NDKA_HUMAN	152	NDKA_HUMAN	16720
FU000431	P15880	Vector		7	sp|P15880|RS2_HUMAN	293	RS2_HUMAN	32230
FU000431	P16152	Vector		15	sp|P16152|CBR1_HUMAN	277	CBR1_HUMAN	30470
FU000431	P17096	Vector		4	sp|P17096|HMGA1_HUMAN	107	HMGA1_HUMAN	11770
FU000431	P17812	Vector		8	sp|P17812|PYRG1_HUMAN	591	PYRG1_HUMAN	65010
FU000431	P17844	Vector		10	sp|P17844|DDX5_HUMAN	614	DDX5_HUMAN	67540
FU000431	P18621	Vector		2	sp|P18621|RL17_HUMAN	184	RL17_HUMAN	20240
FU000431	P18669	Vector		1	sp|P18669|PGAM1_HUMAN	254	PGAM1_HUMAN	27940
FU000431	P20290	Vector		1	sp|P20290|BTF3_HUMAN	206	BTF3_HUMAN	22660
FU000431	P21266	Vector		1	sp|P21266|GSTM3_HUMAN	225	GSTM3_HUMAN	24750
FU000431	P21741	Vector		1	sp|P21741|MK_HUMAN	143	MK_HUMAN	15730
FU000431	P22061	Vector		27	sp|P22061|PIMT_HUMAN	227	PIMT_HUMAN	24970
FU000431	P22102	Vector		6	sp|P22102|PUR2_HUMAN	1010	PUR2_HUMAN	111100
FU000431	P22314	Vector		2	sp|P22314|UBA1_HUMAN	1058	UBA1_HUMAN	116380
FU000431	P22626	Vector		1	sp|P22626|ROA2_HUMAN	353	ROA2_HUMAN	38830
FU000431	P23246	Vector		3	sp|P23246|SFPQ_HUMAN	707	SFPQ_HUMAN	77770
FU000431	P23284	Vector		33	sp|P23284|PPIB_HUMAN	216	PPIB_HUMAN	23760
FU000431	P23396	Vector		12	sp|P23396|RS3_HUMAN	243	RS3_HUMAN	26730
FU000431	P23528	Vector		7	sp|P23528|COF1_HUMAN	166	COF1_HUMAN	18260
FU000431	P23921	Vector		1	sp|P23921|RIR1_HUMAN	792	RIR1_HUMAN	87120
FU000431	P25205	Vector		7	sp|P25205|MCM3_HUMAN	808	MCM3_HUMAN	88880
FU000431	P25398	Vector		12	sp|P25398|RS12_HUMAN	132	RS12_HUMAN	14520
FU000431	P25786	Vector		1	sp|P25786|PSA1_HUMAN	263	PSA1_HUMAN	28930
FU000431	P26196	Vector		2	sp|P26196|DDX6_HUMAN	483	DDX6_HUMAN	53130
FU000431	P26368	Vector		20	sp|P26368|U2AF2_HUMAN	475	U2AF2_HUMAN	52250
FU000431	P26583	Vector		16	sp|P26583|HMGB2_HUMAN	209	HMGB2_HUMAN	22990
FU000431	P26599	Vector		3	sp|P26599|PTBP1_HUMAN	531	PTBP1_HUMAN	58410
FU000431	P27348	Vector		2	sp|P27348|1433T_HUMAN	245	1433T_HUMAN	26950
FU000431	P27635	Vector		5	sp|P27635|RL10_HUMAN	214	RL10_HUMAN	23540
FU000431	P27695	Vector		4	sp|P27695|APEX1_HUMAN	318	APEX1_HUMAN	34980
FU000431	P27816	Vector		3	sp|P27816|MAP4_HUMAN	1152	MAP4_HUMAN	126720
FU000431	P29372	Vector		10	sp|P29372|3MG_HUMAN	298	3MG_HUMAN	32780
FU000431	P29590	Vector		4	sp|P29590|PML_HUMAN	882	PML_HUMAN	97020
FU000431	P30041	Vector		6	sp|P30041|PRDX6_HUMAN	224	PRDX6_HUMAN	24640
FU000431	P30048	Vector		2	sp|P30048|PRDX3_HUMAN	256	PRDX3_HUMAN	28160
FU000431	P30101	Vector		7	sp|P30101|PDIA3_HUMAN	505	PDIA3_HUMAN	55550
FU000431	P30405	Vector		2	sp|P30405|PPIF_HUMAN	207	PPIF_HUMAN	22770
FU000431	P30533	Vector		1	sp|P30533|AMRP_HUMAN	357	AMRP_HUMAN	39270
FU000431	P31943	Vector		4	sp|P31943|HNRH1_HUMAN	449	HNRH1_HUMAN	49390
FU000431	P32121	Vector		18	sp|P32121|ARRB2_HUMAN	409	ARRB2_HUMAN	44990
FU000431	P32969	Vector		10	sp|P32969|RL9_HUMAN	192	RL9_HUMAN	21120
FU000431	P33316	Vector		7	sp|P33316|DUT_HUMAN	252	DUT_HUMAN	27720
FU000431	P33992	Vector		4	sp|P33992|MCM5_HUMAN	734	MCM5_HUMAN	80740
FU000431	P35030	Vector		1	sp|P35030|TRY3_HUMAN	304	TRY3_HUMAN	33440
FU000431	P35080	Vector		5	sp|P35080|PROF2_HUMAN	140	PROF2_HUMAN	15400
FU000431	P35268	Vector		7	sp|P35268|RL22_HUMAN	128	RL22_HUMAN	14080
FU000431	P35637	Vector		5	sp|P35637|FUS_HUMAN	526	FUS_HUMAN	57860
FU000431	P35659	Vector		15	sp|P35659|DEK_HUMAN	375	DEK_HUMAN	41250
FU000431	P36969	Vector		5	sp|P36969|GPX4_HUMAN	197	GPX4_HUMAN	21670
FU000431	P37802	Vector		5	sp|P37802|TAGL2_HUMAN	199	TAGL2_HUMAN	21890
FU000431	P38646	Vector		31	sp|P38646|GRP75_HUMAN	679	GRP75_HUMAN	74690
FU000431	P39019	Vector		7	sp|P39019|RS19_HUMAN	145	RS19_HUMAN	15950
FU000431	P40926	Vector		1	sp|P40926|MDHM_HUMAN	338	MDHM_HUMAN	37180
FU000431	P41223	Vector		3	sp|P41223|BUD31_HUMAN	144	BUD31_HUMAN	15840
FU000431	P42575	Vector		2	sp|P42575|CASP2_HUMAN	452	CASP2_HUMAN	49720
FU000431	P42677	Vector		11	sp|P42677|RS27_HUMAN	84	RS27_HUMAN	9240
FU000431	P42766	Vector		4	sp|P42766|RL35_HUMAN	123	RL35_HUMAN	13530
FU000431	P46109	Vector		24	sp|P46109|CRKL_HUMAN	303	CRKL_HUMAN	33330
FU000431	P46782	Vector		1	sp|P46782|RS5_HUMAN	204	RS5_HUMAN	22440
FU000431	P47756	Vector		4	sp|P47756|CAPZB_HUMAN	277	CAPZB_HUMAN	30470
FU000431	P47914	Vector		1	sp|P47914|RL29_HUMAN	159	RL29_HUMAN	17490
FU000431	P48507	Vector		3	sp|P48507|GSH0_HUMAN	274	GSH0_HUMAN	30140
FU000431	P48637	Vector		1	sp|P48637|GSHB_HUMAN	474	GSHB_HUMAN	52140
FU000431	P48730	Vector		1	sp|P48730|KC1D_HUMAN	415	KC1D_HUMAN	45650
FU000431	P49327	Vector		1	sp|P49327|FAS_HUMAN	2511	FAS_HUMAN	276210
FU000431	P49458	Vector		2	sp|P49458|SRP09_HUMAN	86	SRP09_HUMAN	9460
FU000431	P49674	Vector		3	sp|P49674|KC1E_HUMAN	416	KC1E_HUMAN	45760
FU000431	P49756	Vector		2	sp|P49756|RBM25_HUMAN	843	RBM25_HUMAN	92730
FU000431	P49841	Vector		1	sp|P49841|GSK3B_HUMAN	420	GSK3B_HUMAN	46200
FU000431	P49915	Vector		6	sp|P49915|GUAA_HUMAN	693	GUAA_HUMAN	76230
FU000431	P50747	Vector		4	sp|P50747|BPL1_HUMAN	726	BPL1_HUMAN	79860
FU000431	P50991	Vector		1	sp|P50991|TCPD_HUMAN	539	TCPD_HUMAN	59290
FU000431	P51610	Vector		4	sp|P51610|HCFC1_HUMAN	2035	HCFC1_HUMAN	223850
