a	b	c	IP	FU000385	FU000387	FU000389	FU000391	FU000393	FU000395	FU000397	FU000399	FU000401	FU000403	FU000405	FU000407	FU000409	FU000411	FU000413	FU000415	FU000417	FU000419	FU000423	FU000425	FU000427	FU000429	FU000431	FU000433	FU000435	FU000437	FU000439	FU000441	FU000443	FU000445	FU000447	FU000449	FU000451	FU000453	FU000455	FU000457
P42285	1	1042	N	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
P42575	1	452	N	0	2	1	3	1	0	1	0	2	2	3	2	1	3	3	0	2	2	0	0	0	1	2	2	2	0	1	1	1	1	3	2	1	2	0	2
P42677	1	84	N	5	5	11	7	12	13	10	10	13	12	10	11	9	9	15	10	10	12	11	10	10	9	11	14	11	13	10	11	14	10	8	12	9	9	9	11
P42696	1	430	N	0	0	0	0	9	11	12	14	0	0	0	0	0	0	0	0	11	7	10	10	0	0	0	0	0	7	0	0	0	10	0	0	11	0	9	0
P42701	1	662	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P42766	1	123	N	1	4	3	3	9	8	10	8	4	4	4	4	4	3	4	4	10	7	11	9	2	2	4	4	4	7	4	3	4	9	4	4	9	4	6	4
P43243	1	847	N	0	0	0	0	10	9	13	12	0	0	0	0	0	0	0	0	11	9	7	6	0	0	0	0	0	7	0	0	0	14	0	0	7	0	10	0
P43307	1	286	N	0	0	0	0	0	0	0	0	2	4	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0
P43487	1	201	N	0	0	1	0	2	2	1	0	3	0	1	3	2	4	1	3	2	0	2	0	0	2	0	2	1	1	0	2	0	1	3	0	2	1	0	1
P45880	1	294	N	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0
P45973	1	191	N	0	0	0	0	1	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	1	0	4	0	0
P46013	1	3256	N	0	0	0	0	19	19	12	14	0	0	0	0	0	1	0	0	7	10	7	8	0	0	0	0	0	13	1	0	0	12	0	0	16	0	11	0
P46087	1	812	N	0	0	0	0	28	26	30	31	0	0	0	0	0	0	0	0	27	27	20	18	0	0	0	0	0	23	0	0	0	28	0	0	24	0	24	0
P46109	1	303	N	25	26	30	29	25	30	25	23	30	32	30	31	28	28	34	33	20	27	29	26	22	28	24	23	29	24	32	33	28	30	33	28	23	34	24	31
P46776	1	148	N	0	0	0	0	16	14	11	15	0	0	0	0	0	0	0	0	12	14	16	14	0	0	0	0	0	10	0	0	1	11	0	0	16	0	10	0
P46777	1	297	N	0	0	0	0	31	31	43	37	0	0	0	0	0	0	0	0	42	46	38	35	0	0	0	0	0	34	0	0	0	42	0	0	31	0	43	0
P46778	1	160	N	0	0	0	0	9	13	12	15	0	0	0	0	0	0	0	0	9	15	14	10	0	0	0	0	0	8	0	0	0	14	0	0	7	0	9	0
P46779	1	137	N	0	0	0	0	16	17	17	17	0	0	0	0	0	0	0	0	16	17	16	17	0	0	0	0	0	17	0	0	0	18	0	0	16	0	15	0
P46781	1	194	N	2	1	0	0	27	27	16	19	0	0	1	1	0	0	2	1	15	18	21	24	1	0	0	0	1	15	2	1	2	18	0	0	20	1	19	0
P46782	1	204	N	0	1	1	0	21	27	16	16	0	0	1	0	1	1	1	2	10	11	20	19	0	0	1	1	0	17	1	0	4	10	0	0	20	2	12	0
P46783	1	165	N	1	1	1	1	11	9	3	3	0	1	0	0	0	0	1	0	1	3	6	5	0	0	0	0	0	4	0	1	1	4	1	0	3	0	5	0
P47756	1	277	N	2	1	6	6	4	5	5	4	4	4	5	12	3	8	7	7	5	2	2	2	3	6	4	5	7	3	5	4	2	2	6	3	1	4	2	6
P47813	1	144	N	0	0	0	0	2	0	0	0	2	0	0	2	0	0	3	2	0	0	2	2	0	1	0	2	2	2	2	0	3	0	0	3	1	4	1	0
P47914	1	159	N	2	2	2	2	9	8	4	4	1	2	2	1	1	0	2	0	6	2	8	6	0	1	1	1	2	9	0	2	1	5	0	1	5	1	4	1
P48507	1	274	N	6	5	4	4	5	3	2	3	5	4	4	4	4	1	3	1	1	0	0	2	1	2	3	2	2	1	5	0	4	2	3	4	3	4	3	4
P48637	1	474	N	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
P48651	1	473	N	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P48729	1	337	N	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
P48730	1	415	N	0	0	2	2	3	3	0	2	3	1	1	4	3	2	2	2	0	0	1	2	0	3	1	3	2	1	1	2	0	1	2	2	3	0	0	1
P49207	1	117	N	0	0	0	0	9	9	10	7	0	0	0	0	0	0	0	0	7	9	6	8	0	0	0	0	0	7	0	0	0	9	0	0	7	0	8	0
P49327	1	2511	N	0	0	0	1	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	2
P49368	1	545	N	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
P49411	1	452	N	0	0	1	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P49458	1	86	N	0	0	3	0	4	4	3	2	0	2	1	3	0	1	7	2	1	1	4	7	0	0	2	0	2	4	6	1	10	8	3	2	5	6	4	0
P49674	1	416	N	2	4	1	0	3	4	0	1	3	3	1	3	1	2	2	2	1	0	1	3	1	2	3	0	0	1	1	2	2	2	1	1	1	3	0	0
P49756	1	843	N	7	4	3	11	3	6	1	2	10	6	6	6	1	4	7	2	0	1	4	5	0	0	2	4	3	3	3	4	11	2	5	5	5	6	1	5
P49761	1	638	N	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
P49790	1	1475	N	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
P49841	1	420	N	0	0	0	1	0	2	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
P49915	1	693	N	1	2	7	8	2	6	1	0	4	4	6	3	5	6	5	4	2	2	2	4	1	5	6	3	5	2	2	5	3	4	7	9	0	4	1	5
P50402	1	254	N	0	0	0	0	1	1	0	0	5	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
P50454	1	418	N	3	0	2	2	2	1	2	2	5	0	2	1	0	1	3	1	0	1	1	0	1	0	0	0	0	1	1	2	0	1	0	2	1	2	2	0
P50552	1	380	N	0	0	0	0	0	0	0	0	8	4	0	0	0	0	12	7	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	9	0	0	0	0
P50579	1	478	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
P50747	1	726	N	7	3	3	4	1	1	0	0	4	4	4	4	5	2	0	5	2	0	2	2	1	4	4	3	7	2	1	1	2	3	5	2	0	1	1	3
P50750	1	372	N	0	0	1	0	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0
P50914	1	215	N	0	0	0	0	13	10	13	15	0	0	0	0	0	0	0	0	14	14	12	14	0	0	0	0	0	13	0	0	0	18	0	0	13	0	15	0
P50990	1	548	N	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
P50991	1	539	N	0	0	3	5	0	0	2	1	1	2	0	0	1	2	4	1	1	0	1	1	0	0	1	1	1	0	1	0	0	1	1	2	1	1	0	3
P51114	1	621	N	0	0	0	0	3	3	8	7	0	0	0	0	0	0	0	0	5	5	3	2	0	0	0	0	0	4	0	0	0	8	0	0	5	0	11	0
P51116	1	673	N	0	0	0	0	3	7	5	6	0	0	0	0	0	0	0	0	7	7	3	6	0	0	0	0	0	6	0	0	0	13	0	0	5	0	10	0
P51397	1	102	N	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0
P51571	1	173	N	0	1	3	2	0	0	0	2	11	8	0	2	0	0	11	11	0	0	0	0	1	2	0	0	0	2	8	3	1	2	2	9	2	0	0	4
P51610	1	2035	N	2	2	3	4	3	4	1	0	2	3	4	5	5	4	3	2	2	3	3	2	2	4	4	4	3	3	5	2	3	4	3	3	2	3	0	1
P51617	1	712	N	0	1	1	2	1	2	0	0	4	5	1	2	0	0	3	4	0	1	0	0	0	0	0	0	0	0	1	2	0	0	1	2	1	0	0	2
P51784	1	963	N	0	0	0	0	0	0	0	0	21	19	0	0	0	0	15	16	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	16	0	0	0	0
P51858	1	240	N	3	2	2	5	3	4	0	1	4	2	2	8	2	2	0	0	0	0	3	0	2	4	3	1	3	3	4	4	5	1	3	0	1	3	0	2
P51970	1	172	N	0	0	1	2	4	5	1	2	2	3	4	3	0	0	1	0	0	2	2	0	0	0	0	0	0	1	1	1	0	1	0	0	0	2	2	0
P51991	1	378	N	0	0	0	0	5	5	6	2	0	0	0	0	0	0	0	0	3	4	3	4	0	0	0	0	0	3	0	0	0	8	0	0	7	0	15	0
P52272	1	730	N	1	3	1	1	70	71	72	77	1	4	3	5	2	6	5	3	64	69	54	66	1	0	1	2	2	59	2	3	6	76	6	3	66	4	77	2
P52292	1	529	N	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
P52434	1	150	N	0	0	2	0	2	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0
P52597	1	415	N	4	4	9	7	14	16	14	10	7	11	6	8	7	9	8	9	14	14	15	16	8	4	4	7	8	15	6	8	7	13	10	11	17	5	14	5
P52815	1	198	N	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P52907	1	286	N	10	4	4	3	6	1	3	4	8	4	4	4	3	5	4	4	2	5	2	2	1	4	3	2	2	1	4	6	4	2	3	2	2	3	1	3
P52926	1	109	N	0	2	1	2	0	2	0	0	3	3	0	0	0	2	4	2	1	1	1	2	0	1	2	3	0	2	5	0	7	1	0	4	2	3	0	0
P53350	1	603	N	2	3	3	4	4	3	0	2	2	1	5	7	6	5	3	4	1	1	5	6	3	2	1	2	3	1	0	1	2	4	0	2	2	5	1	3
P53384	1	320	N	1	0	2	3	3	2	1	0	4	1	5	3	1	2	3	0	1	0	1	0	0	1	2	1	2	1	1	2	0	1	2	2	1	0	0	3
P53597	1	346	N	2	3	3	1	2	0	2	1	2	2	2	1	1	1	2	2	1	2	0	0	0	1	0	1	1	1	1	2	2	0	1	0	0	2	1	1
P53618	1	953	N	0	0	4	5	2	2	0	0	4	4	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	2	1	0	0	4
P53621	1	1224	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
P53999	1	127	N	21	20	25	27	26	26	23	21	37	32	27	25	26	26	41	28	19	28	23	32	17	24	24	30	29	21	42	24	42	20	33	32	25	43	27	32
P54132	1	1417	N	0	0	0	0	2	5	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
P54136	1	660	N	0	1	1	2	0	1	1	1	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	1	1	0	1	1	0	3	1
P54709	1	279	N	0	0	0	0	0	0	0	0	4	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0
P54819	1	239	N	3	0	2	2	0	2	0	0	1	1	2	1	2	2	1	0	0	0	2	2	1	1	0	1	0	1	0	1	0	0	2	1	1	1	1	0
P54886	1	795	N	7	6	10	5	4	3	2	2	3	2	5	6	4	5	3	5	3	1	0	2	2	1	3	3	5	1	4	6	1	3	4	4	4	2	1	5
P55010	1	431	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	5	0	0
P55081	1	439	N	2	2	5	5	10	5	3	4	9	5	6	4	7	5	8	9	5	8	8	7	1	5	9	5	6	7	9	2	10	7	7	6	6	12	7	5
P55145	1	182	N	1	2	0	2	1	0	2	0	4	4	2	3	2	0	11	7	0	1	1	8	0	0	2	4	4	3	10	1	15	0	7	8	0	10	2	9
P55209	1	391	N	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P55265	1	1226	N	0	0	0	0	1	8	5	8	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	7	0
P55769	1	128	N	6	6	5	5	13	14	4	5	2	2	4	5	3	5	5	2	5	6	9	10	3	1	3	3	3	6	3	2	4	4	4	5	6	3	6	2
P55789	1	205	N	2	2	1	3	2	2	1	0	2	0	2	3	2	2	2	2	0	0	0	0	0	2	1	0	0	0	2	0	1	0	2	1	2	0	0	0
P55795	1	449	N	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0
P56182	1	461	N	0	0	0	0	5	7	3	4	0	0	0	0	0	0	0	0	2	1	2	3	0	0	0	0	0	5	0	0	0	4	0	0	4	0	2	0
P56270	1	477	N	3	3	2	2	6	8	4	5	6	6	4	6	7	5	8	5	5	7	5	9	6	3	5	5	3	5	11	6	12	5	2	4	3	9	7	5
P56537	1	245	N	0	0	0	0	7	7	7	6	0	0	0	0	0	0	0	0	9	5	6	5	0	0	0	0	0	5	0	0	0	6	0	0	3	0	5	0
P56545	1	445	N	0	0	0	0	0	0	0	0	9	7	0	0	1	0	5	10	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	11	0	0	0	0
P57060	1	319	N	0	0	0	0	0	1	0	0	2	0	3	2	0	0	2	4	0	1	1	0	1	4	2	2	2	2	0	2	1	2	3	2	3	1	2	2
P57721	1	371	N	0	0	0	0	2	2	0	0	1	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	2	0	0	0	1
P58546	1	118	N	3	5	3	5	2	2	0	0	3	4	4	4	0	3	2	1	0	0	0	0	0	3	3	3	4	2	1	7	1	5	4	4	3	5	1	3
P60002	1	83	N	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2	2	0	0	1	2	0	0	0	0	0	2	3	0	4	1	0	2	1	2	0	2
P60174	1	286	N	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P60468	1	96	N	2	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
P60709	1	375	N	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P60842	1	406	N	3	1	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	1	2	0	0	0	2	2	0	0	1	0	1
P60866	1	119	N	14	15	14	15	14	12	12	14	14	15	15	14	14	14	14	14	14	11	15	12	14	14	14	14	14	14	14	13	12	12	14	13	14	14	14	11
P60891	1	318	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
P60981	1	165	N	3	4	5	4	2	0	2	0	3	4	3	2	2	4	2	2	0	2	2	1	3	2	2	2	4	0	2	1	2	1	5	3	1	3	1	2
P61106	1	215	N	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P61221	1	599	N	0	1	1	0	0	0	0	0	0	2	2	2	2	2	1	2	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0
P61247	1	264	N	2	2	2	2	48	54	40	47	1	0	4	1	2	2	3	1	44	45	48	47	0	0	1	0	0	47	2	0	4	38	2	1	47	2	40	0
P61254	1	145	N	0	0	0	0	10	8	7	8	0	0	0	0	0	0	0	0	6	5	7	5	0	0	0	0	0	5	0	0	0	6	0	0	6	0	6	0
P61289	1	254	N	2	2	2	1	0	0	1	0	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0
P61313	1	204	N	0	0	0	0	28	16	30	30	0	0	0	0	0	0	0	0	19	25	23	22	0	0	0	0	0	22	0	0	0	29	0	0	26	0	25	0
P61353	1	136	N	0	0	0	0	13	13	12	16	0	0	0	0	0	0	0	0	14	13	15	13	0	0	0	0	0	18	0	0	0	14	0	0	15	0	18	0
P61513	1	92	N	4	1	5	3	17	14	17	16	7	6	7	4	4	5	8	8	16	16	16	19	7	6	7	9	7	17	8	5	14	17	7	7	15	9	15	6
P61619	1	476	N	0	0	0	0	0	0	0	0	3	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0
P61758	1	197	N	1	0	0	1	2	2	0	0	3	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
P61978	1	463	N	13	17	10	16	15	14	13	16	14	11	15	16	14	13	13	10	13	17	15	14	13	16	13	11	13	12	8	9	10	12	12	15	15	10	10	15
P62072	1	90	N	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P62081	1	194	N	3	2	1	2	11	10	14	9	3	2	0	1	0	0	19	7	4	10	12	17	0	1	6	10	10	12	16	0	21	13	5	10	11	21	15	7
P62241	1	208	N	2	3	3	3	41	33	35	34	1	1	3	1	1	1	2	1	30	36	37	30	0	2	2	0	0	31	1	1	2	28	4	2	28	2	32	3
P62244	1	130	N	0	0	0	1	16	18	15	14	1	2	0	1	0	0	2	2	14	16	14	17	1	3	1	2	2	15	2	1	4	15	2	3	11	6	19	4
P62249	1	146	N	7	7	6	5	24	21	18	22	5	7	6	8	7	8	9	8	19	19	24	21	7	8	9	8	8	20	8	5	7	18	8	7	18	9	19	7
P62258	1	255	N	0	2	2	4	4	2	3	1	3	4	2	2	2	2	2	1	0	1	3	3	1	2	1	2	1	0	1	3	1	2	2	5	3	0	5	2
P62263	1	151	N	3	3	4	5	28	25	21	20	7	4	6	5	6	7	11	6	18	24	27	26	6	5	6	8	9	22	12	2	13	23	5	7	22	8	20	5
P62266	1	143	N	3	3	1	5	17	16	9	16	9	2	2	5	3	2	9	1	12	15	13	18	3	4	5	4	4	16	3	3	6	16	5	1	14	3	17	4
P62269	1	152	N	9	8	8	10	20	18	18	18	8	4	7	8	8	10	8	6	15	17	17	20	9	10	6	10	6	19	5	5	9	16	7	2	17	6	14	8
P62273	1	56	N	0	1	1	0	2	3	1	2	0	0	0	0	0	1	1	1	2	1	2	2	1	1	3	0	0	2	0	0	0	2	1	0	4	0	0	0
P62277	1	151	N	1	2	0	1	17	21	19	14	0	0	0	0	0	0	0	0	10	11	12	12	0	1	0	0	0	12	0	0	2	14	0	0	15	0	12	0
P62280	1	158	N	7	8	9	6	23	20	18	18	10	8	7	7	7	9	8	8	16	19	18	17	6	6	8	7	7	20	7	8	12	19	7	8	24	8	18	8
P62306	1	86	N	2	1	3	3	4	2	4	4	4	8	2	3	2	3	4	4	3	5	5	4	2	3	2	1	2	4	4	3	2	2	2	4	5	1	3	3
P62314	1	119	N	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
P62316	1	118	N	0	0	0	0	3	2	2	3	0	0	0	0	0	0	0	0	1	1	2	3	0	0	0	0	0	3	0	0	0	4	0	0	3	0	2	0
P62318	1	126	N	0	0	0	0	2	2	0	1	0	0	1	1	0	0	0	0	1	1	2	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
P62328	1	44	N	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P62424	1	266	N	0	0	0	0	47	47	47	56	0	0	0	0	0	0	0	0	46	42	42	43	0	0	0	0	0	44	0	0	0	50	0	0	44	0	50	0
P62633	1	177	N	17	20	20	23	18	23	17	27	16	21	29	29	23	25	17	21	21	22	20	20	22	20	19	21	15	18	20	21	18	20	14	13	25	25	18	16
P62701	1	263	N	4	4	6	3	23	25	16	18	5	8	7	5	5	4	8	4	15	23	28	27	4	3	4	4	4	23	7	5	7	16	5	5	23	6	17	5
P62750	1	156	N	0	0	0	0	29	22	29	27	2	2	1	1	0	0	6	0	27	25	30	27	1	2	1	2	3	25	5	1	14	33	1	2	27	10	30	1
P62753	1	249	N	2	1	0	1	22	22	17	20	0	2	1	1	1	0	2	0	17	18	19	20	0	0	0	0	0	17	1	0	2	18	0	1	20	2	19	1
P62805	1	103	N	6	5	3	4	19	19	19	17	4	5	4	4	4	6	3	4	17	18	19	19	1	1	1	3	1	15	4	1	1	19	1	4	18	1	20	0
P62826	1	216	N	6	9	11	10	10	12	8	6	10	7	11	8	6	7	8	8	8	8	7	9	3	8	7	9	7	10	7	11	12	12	5	10	8	9	8	9
P62829	1	140	N	13	13	17	15	19	21	15	14	15	16	13	16	14	14	19	16	13	17	19	16	15	17	20	18	17	14	21	15	25	15	17	18	14	20	16	17
P62841	1	145	N	0	0	0	0	17	17	10	12	1	1	0	0	0	0	0	0	8	12	12	14	0	0	0	1	0	13	1	0	2	15	1	0	12	2	13	0
P62847	1	133	N	1	0	1	0	15	16	13	12	2	4	0	1	2	1	2	2	13	14	13	14	3	0	2	4	1	12	6	2	8	8	1	0	12	6	10	1
P62851	1	125	N	7	6	7	8	9	7	9	9	7	9	6	8	8	9	7	7	8	10	11	10	9	9	8	9	7	8	6	7	6	9	8	7	8	9	9	8
P62854	1	115	N	0	0	0	0	2	2	3	2	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0
P62857	1	69	N	5	3	6	4	6	5	6	7	4	3	3	4	3	4	2	0	7	6	6	4	4	4	4	2	4	7	2	3	6	7	3	2	6	3	6	5
P62861	1	59	N	4	4	3	3	7	5	4	5	5	6	4	4	5	5	8	6	4	7	8	5	4	4	6	5	5	8	6	4	8	6	4	4	8	6	10	4
P62888	1	115	N	15	19	20	19	23	33	23	30	16	15	9	13	13	17	12	15	22	24	20	21	12	13	16	16	13	22	12	13	11	27	11	15	24	13	24	13
P62899	1	125	N	0	0	0	1	11	13	15	10	2	1	0	2	0	2	3	1	12	12	12	13	0	2	0	0	1	11	3	0	3	10	0	1	13	1	8	0
P62906	1	217	N	0	0	0	0	44	41	46	46	0	0	0	0	0	0	0	0	39	40	41	40	0	0	0	0	0	39	0	0	0	42	0	0	38	0	41	0
P62910	1	135	N	0	0	0	0	20	18	19	19	0	0	0	0	0	0	0	0	21	21	20	18	0	0	0	0	0	13	0	0	0	19	0	0	14	0	18	0
P62913	1	178	N	7	13	13	12	29	28	20	21	15	13	9	14	14	13	21	13	21	24	24	28	5	9	12	9	10	26	12	12	17	26	11	10	25	10	25	8
P62917	1	257	N	0	0	0	0	31	31	31	29	0	0	0	0	0	0	0	0	28	33	28	24	0	0	0	0	0	28	0	0	0	39	0	0	40	0	40	1
P62937	1	165	N	19	20	20	17	19	17	19	20	16	18	21	20	20	19	17	19	18	18	12	18	15	21	17	18	19	14	15	19	22	19	18	19	17	21	19	20
P62942	1	108	N	4	7	6	7	6	6	4	4	5	5	7	8	6	8	4	5	5	4	5	6	6	7	8	8	10	6	4	7	6	8	6	8	8	7	4	7
P62979	1	156	N	5	4	4	4	13	12	9	10	5	4	3	6	4	4	4	4	8	10	12	12	5	5	4	3	3	9	4	4	4	8	5	2	11	5	8	3
P62987	1	128	N	12	9	18	11	6	6	10	9	4	12	6	6	7	7	6	8	8	4	6	5	4	4	3	6	5	4	6	3	6	2	2	4	3	2	2	3
P62993	1	217	N	0	1	2	0	0	0	0	0	4	0	4	3	0	2	1	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	2	0	0	0	4
P63104	1	245	N	1	1	2	2	0	1	1	0	2	2	1	2	2	2	2	3	2	2	2	2	0	1	1	0	1	0	0	1	0	2	1	1	2	0	1	3
P63151	1	447	N	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P63167	1	89	N	2	0	0	2	13	11	12	15	0	1	1	0	0	0	0	0	10	12	15	15	0	0	0	0	0	11	0	0	0	11	0	1	13	0	12	0
P63173	1	70	N	32	43	35	37	35	31	21	27	20	23	27	32	27	30	36	32	25	26	25	33	27	29	35	31	28	23	33	21	34	27	25	29	23	37	22	32
P63208	1	163	N	1	1	4	3	5	4	5	1	4	4	7	5	6	4	2	1	4	3	5	4	0	2	0	0	4	4	0	3	0	4	3	4	3	2	2	2
P63220	1	83	N	2	3	4	5	8	10	3	7	3	5	6	7	5	6	3	3	4	5	6	9	4	5	6	6	4	8	4	2	0	7	5	0	7	2	4	1
P63241	1	154	N	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
P63244	1	317	N	3	7	5	6	2	5	1	4	3	1	2	5	4	5	3	7	4	0	2	2	2	2	1	2	4	1	1	1	0	1	5	3	1	0	2	1
P63261	1	375	N	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P63279	1	158	N	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P67809	1	324	N	1	0	1	2	30	26	14	22	4	0	0	0	0	0	2	0	18	23	25	31	0	0	0	0	1	21	0	1	1	22	0	2	22	0	26	0
P68036	1	154	N	5	5	5	4	2	3	1	2	4	1	6	3	1	5	1	1	0	0	0	1	1	0	2	3	2	0	2	3	0	1	3	4	2	4	0	3
P68104	1	462	N	0	1	1	0	2	0	2	3	0	3	2	0	0	2	1	3	0	2	1	1	2	2	2	2	2	0	3	5	5	2	3	0	2	0	0	4
P68363	1	451	N	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P68371	1	445	N	0	0	0	1	2	0	1	1	2	2	0	0	0	0	2	2	0	0	1	0	2	2	0	0	0	2	2	2	0	0	0	2	2	1	0	2
